p_cuts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
<<<<<<< HEAD
1,0.03411787945094683,0.13505855937759115,0.01796406822075337,0.08398876681537588,-0.05622499283826049,0.12245958436647843,0.00692131488598724,0.06446876838222142,0.10006353178284298,-0.16576924880635374,-0.0795479671496178,0.08493202879090865,0.13338813851717413,0.03655173984846936,0.07853089686868095,0.25697914891190515,0.06898009899644084,0.055666564020274895,-0.08038475000766988,0.2787337730883585,0.15496965018879616,0.048318321784081866,0.09934973984926788,-0.05128017621577716,0.05056748915615587,-0.05661500987652456,-0.1676717990654836,0.11212369586969319,0.3564094702186544,0.20456375916994485,0.12666699482919722,0.10179115129919292,0.014965939574486326,-0.24539272816362473,0.10546682871832914,0.14353418807504958,0.09723401274194812,-0.05455447867097403,0.24959716986183522,-0.15358584933056754,-0.1246359630640621,0.11678957731398562,0.03502945247804043,-0.019732512176510404,-0.02148851840142287,-0.08199496951105416,0.05122757303862884,0.12381774790630812,-0.07906858327891964,-0.2829557455010498,-0.12096195016621489,-0.047828857305964666,0.03862345427268212,0.04626725749583425,-0.030192672855507932,0.05876083199633434,0.0968268070806163,0.09575213701283161,0.2392638417692254,-0.08416950513522908,0.2430723551791495,0.24533322228094384,-0.03497951917105497,0.06825370647627177,-0.13172015149231148,0.02303707065195923,-0.06847661037951953,-0.08871036085805617,-0.11767766830527572,0.1266240688639355,0.11809976012095358,0.007286810012705377,0.07321243615237985,0.09071809880253588,0.016470893510457846,-0.014174021771049544,0.002307748083964841,0.08287846837462136,0.1855350472033049,0.042649923447703963,0.32407596145373896,0.12806108998971708,0.14119650950045545,-0.1317098230317791,-0.09938701174952048,-0.1622759934888622,0.2277774639297509,-0.03863648722828413,0.009940327151493207,-0.11950696861498195,0.09032256998719065,-0.06498923626702101,0.03520482326374654,0.03564243887209018,-0.07634330348664406,0.014941409238869777,0.049468846143439375,0.007026962326490998,0.0453690108977611,0.2088673236898511
0.1,0.039685112704929575,0.13505855937759115,0.014427690992029491,0.08398876681537588,-0.05733346747347047,0.12220783963124184,0.00692131488598724,0.06446876838222142,0.10006353178284298,-0.14323219860175151,-0.07686381193385998,0.0823692911430624,0.13338813851717413,0.03279172000556842,0.07939410560672697,0.25725111013263846,0.10172524710085985,0.055666564020274895,-0.0823407763456763,0.2667606723778253,0.15496965018879616,0.048318321784081866,0.10133662968892791,-0.05128017621577716,0.05056748915615587,-0.05661500987652456,-0.1676717990654836,0.1120668675115545,0.13754769676511727,0.20456375916994485,0.12666699482919722,0.10858581886867515,0.016984961600550193,-0.24539272816362473,0.10546682871832914,0.14353418807504958,0.09641138560690844,-0.05455447867097403,0.2489753877863297,-0.15358596789184042,-0.1246359630640621,0.11678957731398562,0.060908225617267546,-0.019732512176510404,-0.02148851840142287,-0.08199496951105416,0.05122757303862884,0.1330270801872554,-0.08137128769497479,-0.28074452548866924,-0.12059571475511793,-0.04531325166178541,0.03862345427268212,0.05883608881281755,-0.030192672855507932,0.05876083199633434,0.09991404739976656,0.09575213701283161,0.23414647446924447,0.01083345273698714,0.23499196066210032,0.2424353036183075,-0.03497951917105497,0.06864329190528426,-0.13172015149231148,0.0233161390122668,-0.06847661037951953,0.007483298679757797,-0.11767766830527572,0.1266240688639355,0.11191793842700792,0.019127607953207424,0.0739499655038874,0.12295355522450278,0.01655853855015139,-0.014174021771049544,0.002307748083964841,0.08306734207858714,0.1379287473537068,0.06959327374937603,0.2101505890683109,0.12806108998971708,0.14033241368983765,-0.1317098230317791,-0.09678649107897815,-0.1622759934888622,0.2277928650001348,0.08469456865527092,0.017220148338786455,-0.054824956923292596,0.09032256998719065,-0.06498923626702101,0.03638856419292254,0.04048284816398753,-0.07690879357901202,0.014941409238869777,0.049468846143439375,0.008841603706178576,0.0453690108977611,0.21072923901920676
0.01,0.06169659526230551,0.135539142248781,0.009945851706499646,0.08398876681537588,-0.044333752029646296,0.12970272546377648,0.00692131488598724,0.06598346002356266,0.10006353178284298,-0.14093017717748288,-0.0628843401791354,0.10327609377263733,0.13355032605621064,0.047290591148297534,0.25160544475947316,0.25216563440668033,0.1337729819284419,0.055666564020274895,-0.04635587372442052,0.02567772917554984,0.15464625143884514,0.048318321784081866,0.0934462660276399,-0.05178473026094795,0.05056748915615587,-0.05662925924674679,-0.1676717990654836,0.1117267176833204,0.05672284994061552,0.20456375916994485,0.12666699482919722,0.13142560299834172,0.010985609442808478,-0.24539272816362473,0.10546682871832914,0.14353418807504958,0.0995211139106502,-0.05455447867097403,0.24597162105320133,-0.1513932642479067,-0.1246359630640621,0.11678957731398562,0.08937229030863127,-0.019732512176510404,-0.02148851840142287,-0.0831281361484349,0.05122757303862884,0.0475963787324092,-0.059829176648349976,-0.28066806394340377,-0.12146968454020889,-0.050202378135102005,0.03862345427268212,0.009040474806936876,-0.030192672855507932,0.05876083199633434,0.09745642134742943,0.09575213701283161,0.22564583022324908,-0.07652755552621789,0.23437174567092442,0.25289849058231867,-0.03497951917105497,0.0637478768066715,-0.13172015149231148,0.022227074465332747,-0.06847661037951953,0.006290982213155479,-0.11767766830527572,0.1266240688639355,0.1644418317039023,0.17777366165833117,0.0777214379237426,0.1989998060670431,0.04029403610524284,-0.014174021771049544,0.002307748083964841,0.08998267513223127,0.05259361235364412,0.12993572085780328,0.2687746736477731,0.12806108998971708,0.14082792688386842,-0.1317098230317791,-0.10499249680945402,-0.1622759934888622,0.22973401028296273,0.19837070218211295,0.05417097387801508,-0.1291202141650711,0.09032256998719065,-0.0645452376005608,0.037523990400390055,0.04098816602579336,-0.07358037872862581,0.014941409238869777,0.049329367604507735,0.005425464327895517,0.0453690108977611,0.20199959358510639
0.001,0.0781131343992868,0.135539142248781,0.04727924512848678,0.08398876681537588,-0.027758344399952964,0.13547985033667803,0.008587013387274887,0.06294899366968779,0.10038026170876403,-0.06993330593670266,-0.07823564301614938,0.06414010237623767,0.13046081849584168,0.04891402769359349,0.1547766444840983,0.24780405775379136,0.11884103176083305,0.055666564020274895,0.0039150882477747015,-0.033914171322622956,0.1561581476577201,0.048318321784081866,0.08319938363738141,-0.05065621343346757,0.05056748915615587,-0.05764909030323518,-0.1676717990654836,0.13311163371128637,0.19439685000695575,0.20456375916994485,0.12612290882767543,0.12754131182677078,0.016719868630628524,-0.2448826062009275,0.10505123803341164,0.1425658958515426,0.09432842246936694,-0.05455447867097403,0.25027777899510095,-0.1606666213565829,-0.1246359630640621,0.11678957731398562,0.07547278103201989,-0.019732512176510404,-0.021599970471474033,-0.08413322158641331,0.04884868505476805,0.23327967233770844,-0.0535566803110152,-0.27235818240320586,-0.12258451815129585,-0.05620227188878086,0.03898631317624345,0.14485639672451325,-0.030192672855507932,0.058463632630120665,0.12181532338509463,0.09575213701283161,0.22533913543974302,-0.061571960492321456,0.2360232835347257,0.2316540223566884,-0.034501624162642214,0.07729066559589506,-0.13172015149231148,0.024101186032024408,-0.06831925102343464,-0.03285693480330863,-0.11768147402160457,0.1266240688639355,0.19911124222053672,0.06092451144633914,0.08505620855080552,0.16938932145171517,0.1156057094608718,-0.014279249788653754,0.002307748083964841,0.10419202609629055,0.0761376603965934,0.13928136574538016,NA,0.12844323214396453,0.13439321086270464,-0.1317098230317791,-0.10600043981011155,-0.16136757582077466,0.2363576906759926,-0.06644418406968808,0.1096909618339952,-0.00805865723881689,0.09032256998719065,-0.06418684368840366,0.03914176752100239,0.06542174904229385,-0.0625815479945179,0.014050452763278693,0.050507623869036344,0.0051903199714916064,0.0453690108977611,0.2023960322034589
1e-5,0.12179291418993404,0.13274936515626842,0.09567776157016014,0.08390387374190904,0.048479055202103216,0.12684305424821973,9.776452334437935e-4,0.09583656436726572,0.10448075506230584,0.019200647696720533,0.010960337397722227,0.005352299523664575,0.11300704954795489,0.12999459091063958,0.15961415687302435,0.25164466223021004,0.048991696508008886,0.04933477395816172,0.12323484612834305,-0.04898913916468594,0.14577052834117277,0.049288681966819604,0.10073357808084489,-0.05770882886824179,0.05396683532712738,-0.06019636249396227,-0.16563696752419968,0.11333548476920827,NA,0.20456375916994485,0.1312810561820097,0.12070528399737476,0.06527821680217885,-0.24887977849017962,0.110436872639292,0.14359551063739937,0.08954627474879864,-0.0547558812535757,0.2108379922851009,-0.12530784735473074,-0.1246359630640621,0.11678957731398562,0.1878415579916639,-0.019097029078359282,-0.02073590949427718,-0.08763889032057896,0.046097723875519046,-0.05841816575322226,-0.005465361048026581,-0.21505825047715543,-0.08930945764665503,-0.04682288992054357,0.03798651060777071,0.11270285706622607,-0.031785811193968484,0.061884166127481,0.23086660809100842,0.09639521499569219,0.21243197483526274,NA,0.1733713860329361,0.2649967696481882,-0.02904583464840744,0.07638783797506246,-0.13172015149231148,0.02637918148121177,-0.06912158034492384,NA,-0.11832157805755143,0.12663342691091173,-6.344382150249792e-4,0.0553997125228609,0.061644409943339355,0.37482440015344975,0.10205720361650542,-0.013231458558347493,0.006049269321942456,0.09589661264076312,NA,-0.018456125906141433,NA,0.13421410625125277,0.14550595179980028,-0.1317098230317791,-0.1110664750224398,-0.16214375359626146,0.21486828990062554,-0.033559407580139124,0.0014497142068803542,-0.13709098134267284,0.09032256998719065,-0.056694766545035975,0.06939419005450831,0.08657289753757864,-0.019523515825432013,0.01437015186840408,0.049271951346282906,-0.05170984659885189,0.045529483570642175,0.20235197899172697
1e-8,0.18090865558109295,0.14120269735333504,0.11931594829434765,0.08233177422618691,0.11508165830825326,0.06701346778375156,0.0037610079248200476,0.0664601825445926,0.11253891900418451,-0.022607485430018382,-0.0665271153320301,0.15025277507831641,0.10635665924316344,0.2103175593034651,NA,0.2558169059411983,NA,0.04312378228243159,0.0823057460946843,NA,0.15623297498177857,0.05879791399017819,0.10001898793472555,-0.057512746936021514,0.06282395448348167,-0.0637836645468047,-0.1437519173604944,0.13749199735353082,NA,0.20549858847456795,0.12596884475285208,-0.09985536832664124,0.13229511985844683,-0.24784615191700657,0.0991544950790296,0.14201362722158606,0.12766243854036838,-0.05476558403227616,0.13844638256459754,-0.13619253582734264,-0.1247119068861646,0.11372984066086313,0.24664361734038392,-0.013891836796388161,-0.03293523465492846,-0.07435644168345587,0.02656585882648221,NA,-0.009345385726533664,-0.22165045507365883,-0.07536360913432655,0.0647322642309599,0.07217649116065389,-0.035607570594377295,-0.03975729819300652,0.05437123596079277,0.23389540549230756,0.08628692868478922,0.337897598250293,NA,0.0861101999140832,0.1476360361508958,-0.011407254672682705,0.06858448285630275,-0.13148973162644537,0.05735349710816483,-0.05137813189812415,NA,-0.1052435437682412,0.12423260458595421,-0.15369282195189715,NA,0.037586533482111925,-0.08288843369065073,0.13157297739365184,-0.018365269746721525,-0.006074254170433981,0.04138128751281188,NA,NA,NA,0.13791285695724548,0.131477919463558,-0.1312031033423501,-0.042803127002562745,-0.1582076453695908,0.20700725690803182,NA,-0.09993125775101704,NA,0.0868488737584198,-0.05310929758685291,0.05571171852574406,0.16339592962923197,0.005320333991348818,0.019066693898401595,0.05417627202099574,-0.11872905379335193,0.05154783238429476,0.180675940976018
=======
1,0.03411787945094683,0.13505855937759115,0.01796406822075368,0.08398876681537588,-0.05622499283826049,0.12245958436647843,0.00692131488598724,0.06446876838222142,0.10006353178284298,-0.1657692488063545,-0.0795479671496178,0.08493202879090865,0.13338813851717413,0.03655173984846936,0.07853089686868095,0.25697914891190515,0.06898009899644084,0.0556665640202744,-0.08038475000766988,0.2787337730883585,0.15496965018879616,0.048318321784081866,0.09934973984926788,-0.05128017621577716,0.05056748915615587,-0.05661500987652456,-0.1676717990654836,0.11212369586969319,0.3564094702186544,0.20456375916994485,0.12666699482919722,0.10179115129919292,0.014965939574486326,-0.24539272816362473,0.10546682871832914,0.14353418807504958,0.09723401274194812,-0.05455447867097403,0.24959716986183522,-0.15358584933056754,-0.1246359630640621,0.11678957731398562,0.03502945247804043,-0.019732512176510404,-0.02148851840142287,-0.08199496951105416,0.05122757303862884,0.12381774790630812,-0.07906858327891964,-0.2829557455010498,-0.12096195016621489,-0.047828857305964666,0.03862345427268212,0.04626725749583425,-0.030192672855507932,0.05876083199633434,0.0968268070806163,0.09575213701283161,0.2392638417692254,-0.08416950513522908,0.2430723551791495,0.24533322228094384,-0.03497951917105497,0.06825370647627177,-0.13172015149231148,0.02303707065195923,-0.06847661037951953,-0.08871036085805609,-0.11767766830527572,0.1266240688639355,0.11809976012095358,0.007286810012705377,0.07321243615237985,0.09071809880253588,0.016470893510457846,-0.014174021771049544,0.002307748083964841,0.08287846837462136,0.1855350472033049,0.042649923447703963,0.32407596145373896,0.12806108998971708,0.14119650950045545,-0.1317098230317791,-0.09938701174952048,-0.1622759934888622,0.2277774639297509,-0.03863648722828413,0.009940327151493207,-0.11950696861498195,0.09032256998719064,-0.06498923626702101,0.03520482326374654,0.03564243887209018,-0.07634330348664406,0.014941409238869777,0.049468846143439375,0.007026962326490998,0.0453690108977611,0.2088673236898511
0.1,0.039685112704929575,0.13505855937759115,0.014427690992029098,0.08398876681537588,-0.05733346747347047,0.12220783963124184,0.00692131488598724,0.06446876838222142,0.10006353178284298,-0.14323219860175163,-0.07686381193385998,0.0823692911430624,0.13338813851717413,0.03279172000556842,0.07939410560672697,0.2572511101326385,0.10172524710085985,0.0556665640202744,-0.0823407763456763,0.2667606723778253,0.15496965018879616,0.048318321784081866,0.10133662968892791,-0.05128017621577716,0.05056748915615587,-0.05661500987652456,-0.1676717990654836,0.1120668675115545,0.13754769676511727,0.20456375916994485,0.12666699482919722,0.10858581886867515,0.016984961600550193,-0.24539272816362473,0.10546682871832914,0.14353418807504958,0.09641138560690844,-0.05455447867097403,0.2489753877863297,-0.15358596789184042,-0.1246359630640621,0.11678957731398562,0.060908225617267546,-0.019732512176510404,-0.02148851840142287,-0.08199496951105416,0.05122757303862884,0.1330270801872554,-0.08137128769497479,-0.28074452548866924,-0.12059571475511793,-0.04531325166178541,0.03862345427268212,0.05883608881281755,-0.030192672855507932,0.05876083199633434,0.09991404739976656,0.09575213701283161,0.23414647446924447,0.01083345273698714,0.23499196066210032,0.2424353036183075,-0.03497951917105497,0.06864329190528426,-0.13172015149231148,0.0233161390122668,-0.06847661037951953,0.0074832986797577685,-0.11767766830527572,0.1266240688639355,0.11191793842700792,0.019127607953207424,0.0739499655038874,0.12295355522450278,0.01655853855015139,-0.014174021771049544,0.002307748083964841,0.08306734207858714,0.1379287473537068,0.06959327374937603,0.2101505890683109,0.12806108998971708,0.14033241368983765,-0.1317098230317791,-0.09678649107897815,-0.1622759934888622,0.2277928650001348,0.08469456865527092,0.017220148338786455,-0.054824956923292596,0.09032256998719064,-0.06498923626702101,0.03638856419292254,0.04048284816398753,-0.07690879357901202,0.014941409238869777,0.049468846143439375,0.008841603706178576,0.0453690108977611,0.21072923901920676
