p_cuts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0.31938183390228514,0.2939133582819489,0.46872737230660966,0.32134167198602115,0.38118008822502186,0.5144596446902757,0.19815963007801862,0.27758765723422574,0.19974786528947297,0.3669987146447751,0.195568057347663,0.34093997028156364,0.2996326811394396,0.30811169928358473,0.35215317895611364,0.26647617567187615,0.3736308844258432,0.2738192047776264,0.28087713874865877,0.3009880279434619,0.28282118271263784,0.23801901788200683,0.21618668504696228,0.33734787006566014,0.2624865566666604,0.3797067431729211,0.23867968293108313,0.4334126930027322,0.3754237976734162,0.2930813821268546,0.2821488695555341,0.1721275627894323,0.26946476039930595,0.3467637625736355,0.432905281388431,0.19431939490295225,0.18696957861768698,0.3172082162895028,0.28528573785622724,0.5053718038596965,0.28881658810573985,0.17863220603949906,0.14079677633905066,0.09923203663313057,0.15228458728021715,0.1171637254305707,0.087095459209103665,0.30918379586322814,0.23934332859873955,0.26471446622921113,0.3455677149466,0.3313447355955155,0.3939916015183712,0.37992432015246735,0.38810146409439733,0.36190742058621345,0.28393574471569505,0.36774430038148814,0.33554441449253924,0.29759646470746526,0.3372404652916076,0.2623233650950009,0.2515356018369962,0.1848563753730015,0.28966619929617243,0.36847413828492465,0.32486029445471326,0.42801602939125505,0.27749309382824205,0.42375910886855744,0.3590212436474197,0.3232470244042989,0.4042034630061187,0.3260538365266801,0.2023513784002065,0.341983115459355,0.08903147258748986,0.33440054038846506,0.3079482062262087,0.3200601890137576,0.2679690308778419,0.2173769917752345,0.24587941260877424,0.19409503300184708,0.17298687299225257,0.26690451742277627,0.2955800700491015,0.3768826451188115,0.3432168620293889,0.18219098868851105,0.13129216265281698,0.4060778820820432,0.25270768177038694,0.40362019774133834,0.28803523238163153,0.4392475364951863,NA,0.19124353927211343,0.3068227016889342,0.32045820524574453
0.1,0.4571812470057614,0.49202435187236215,0.43122319256741665,0.36948000397281755,0.531591642452666,0.353721049488175,0.39795070497240337,0.32344541218957973,0.42402095456169137,0.5135199596347519,0.46044466914372784,0.48933063738196675,0.4363575208190115,0.42071565472880834,0.3024565776459074,0.5414221604889949,0.5026424802854682,0.321092419034037,0.4147797454181283,0.48372520584430706,0.31427837623495763,0.2271738054045088,0.377152813482871,0.4925717874947277,0.35310663294751804,0.5590919727664064,0.474867948375194,0.3064621021111523,0.5965381376865614,0.32317290038275337,0.48104888472800267,0.4461064752404341,0.3679412691563927,0.3982278125104537,0.44585307748095365,0.4861323610551698,0.42939531175462464,0.45404865445485376,0.496990859973415,0.30265943794487227,0.4810082362106872,0.4294139668931372,0.4175589854240949,0.5650098620410675,0.1975083848599714,0.4186127547312802,0.3680504343398894,0.2750460750808547,0.3970907889161058,0.4606427490981032,0.4604845588089254,0.5526653637554196,0.43962095899988013,0.4937414548972637,0.32074646313731464,0.2791553161421994,0.4986307288104609,0.47460279335548994,0.4125835527425107,0.4474072612804411,0.27888454168193216,0.5405725398617615,0.5771959510348432,0.3594473908877577,0.44471022428047213,0.32818666795617885,0.6059427804589868,0.4513357108832273,0.4169427613150655,0.544598113909733,0.38511463639679383,0.359764772897156,0.415076986915015,0.31615342281215414,0.3711858663871821,0.49045062625295677,0.5016137949357725,0.3203903890125111,0.44042478031571775,0.38755594477051675,0.47757277849473556,0.558550893090105,0.4581378215295512,0.37750664821257235,0.4354029121816856,0.4832800738111427,0.48893936128616694,0.3579841791421577,0.45195816762680524,0.5149210263088382,0.5006904214075427,0.5645032079848762,0.5146629287965312,0.40305317150322045,0.5120903221067694,0.4238881497586915,0.3859175758243002,0.4572120929661668,0.5654467515275267,0.4856591101262909
0.01,0.617727941201102,0.7925326663027965,0.7484633874413249,0.7225127679265314,0.7315651245364293,0.7517055806282753,0.7481695650456818,0.8094154133460715,0.7621536162770592,0.7281514029517099,0.791358066006418,0.7059994387635243,0.7456815498727185,0.7868894207663084,0.7837443137838616,0.6922737960039709,0.6343423215339504,0.758093138155331,0.7204664153513575,0.7949365605190545,0.7648710927793716,0.6982841704187247,0.8663187302262901,0.7262474152769237,0.6403643658279465,0.7709169722815971,0.7286503536635685,0.7410217403394899,0.7012872863120629,0.7137260703437076,0.6671062134179274,0.6552486596453154,0.728208400363189,0.6382633613316437,0.7508052495658842,0.7742674204757585,0.696667351002461,0.7523229506055291,0.7192377966637111,0.7506464659963151,0.7703808767030402,0.7612634343490824,0.6718795575764032,0.7775645826193776,0.7078877946898446,0.7273242955316784,0.7608328208311895,0.6637097081869539,0.7683181711746139,0.7177200195221035,0.7636690774172964,0.6389560158512609,0.5867598085945573,0.7406269972321841,0.7217798783527617,0.7770856412943955,0.7086890204196846,0.7700237473797351,0.730208637024551,0.6754313299873732,0.7326062977227948,0.6503678981320263,0.6669964181467115,0.7750765676078992,0.7764439224389724,0.689380063912769,0.8098908610606607,0.7433266382331926,0.7572775853917014,0.6391367518468438,0.7416246556896509,0.7687899987662409,0.7608043342966948,0.7771238342453379,0.7592651637864708,0.7628956027938737,0.661005412638674,0.683244178775566,0.7672706645263722,0.6987900172074573,0.7510055413610031,0.7294391892502339,0.7288856930392733,0.7630951161944888,0.6257065464827019,0.8019959624063328,0.7810785173354147,0.7072955976808898,0.6457382122699715,0.8050091671634297,0.719203440548234,0.6950993472279658,0.7553380701558341,0.7460780919870671,0.7862178746350273,0.692095702690779,0.722132118141887,0.6853920833529387,0.7235768667902222,0.7580237100364444
0.001,0.8911326789715701,0.9549460261346694,0.9489242794553129,0.9284828853311136,0.9171912396883454,0.9367898287270294,0.9328197673236633,0.9423626164013275,0.9250438245373372,0.8894777907307673,0.9292135798664422,0.928008843576921,0.9319139278233594,0.9180067656657327,0.9365046638947198,0.9296843432587029,0.9306894564240218,0.9356337219190046,0.9635223565741311,0.9311302891075702,0.9446782601971383,0.8951512464589866,0.951130095195459,0.9508323199684684,0.9287082499673507,0.941089011131133,0.9707154961218541,0.9143700127826573,0.9482946385567879,0.9335466716192122,0.934879956532714,0.9617528076587741,0.9505568420680848,0.9141659631387774,0.9395705892775496,0.9371119775010096,0.9443196891033558,0.9429159827543651,0.9195186803403718,0.9318795558938527,0.9520553684105433,0.9632752148976038,0.9519722576639137,0.9279616578283176,0.9353265849967892,0.9524547575154274,0.9424531370636943,0.8945148970714139,0.9635073769185948,0.939512356223512,0.9529626891361612,0.9089841782055957,0.9337416989872546,0.8821924573002468,0.9318941233928322,0.9287990507540185,0.9392853794076672,0.9081562255999037,0.9585850929583503,0.939523648979309,0.9453487342820617,0.953796571882319,0.9497362373893494,0.9546955312804557,0.9503822972616477,0.9443793103900351,0.9492793979498216,0.8824721897780755,0.9376184460591518,0.9602639284379385,0.9423353130699849,0.9597795808546612,0.9379406925358817,0.9586171736050277,0.9554749816060693,0.9385031208096997,0.9327461822907319,0.8981493795512634,0.9250695861269064,0.9353807891193453,0.9114539662623641,0.9083343242946635,0.9287891791117994,0.9386725316153421,0.925250126791347,0.937971168476819,0.9488304429060566,0.9462690684939806,0.8805443083924223,0.9004951239125087,0.8933954472489808,0.8742725676486666,0.885502504098228,0.938261953540581,0.9159006559806938,0.9378351753717283,0.9389849511968069,0.9065811773459366,0.9642562923731188,0.927369726158407
1e-5,0.9890209385212553,0.9911836133961099,0.9772145623794439,0.9918912517498502,0.992695666329083,0.9699875394959646,0.9771173013159667,0.9901952672585735,0.9829265547741877,0.9837838809551527,0.980498687129164,0.9857032813076919,0.9822198770119686,0.9891167682485009,0.993511438180007,0.9641592291338917,0.9965109337181349,0.9954792817862934,0.993278984568788,0.9672620550026827,0.9874909116502337,0.9977307359050118,0.9903849483941679,0.982913532320397,0.9815827346486111,0.9935445517322439,0.9856470329170032,0.9872202178919501,0.977538329644217,0.9806345717411732,0.9853255681095057,0.9675732383066823,0.9590022481225653,0.9806926857009651,0.9877888596080481,0.972865246016741,0.9681767146149379,0.9981821356609493,0.9908346259864764,0.9879877400644843,0.9812195659289981,0.9867843939592982,0.9790283320587253,0.9934914601145817,0.9809279387382409,0.9766852854296919,0.9855264564328727,0.9955312417548174,0.9751278761724194,0.9752100106112652,0.9796294003859792,0.9890491793029296,0.9965183429533035,0.9877942627219801,0.9937198733265075,0.9934520910278456,0.9900925303254573,0.9706007557282964,0.9681245820928279,0.9952390140654127,0.990149958743638,0.9927431691585328,0.9924131106530513,0.9835979427595664,0.9887311893285959,0.9924117023904513,0.9856251243781129,0.9844210303065662,0.9737066667581201,0.9898348725777715,0.9961148717520828,0.9699563399657027,0.9798213600539332,0.9861688121569118,0.9868697816830228,0.9928532722827951,0.9863305465309482,0.9809849993558395,0.9708562956465492,0.969169165823386,0.9872669735406393,0.9846615006637082,0.9891903526136027,0.9951767969790547,0.9908912295291598,0.9843588196944664,0.9936048418999166,0.9787461951888269,0.9947506872590225,0.9779310903414811,0.9835935350065236,0.9898537778218858,0.9791461492260151,0.9732667638839476,0.9926352375328602,0.96867312378865,0.9973261126503915,0.9874880081505153,0.978022841541479,0.998221060351775
1e-8,0.9964273945703397,0.9855384767153088,0.9804821262701678,0.9765286166725597,0.9927910947813771,0.9644158962822217,0.9921698346216395,0.9706040523147471,0.9796494104264689,0.9893755474621075,0.9744662274595173,0.98676120826113,0.9841510415282986,0.9903275445680009,0.9941762714206076,0.93998471414768,0.9898424780458613,0.9768541623626509,0.9866599473363419,0.9833693865358706,0.9747414807937194,0.9445327305483742,0.9582006936740899,0.9841237066368798,0.9812465332107274,0.9861391753515565,0.9685332930358922,0.9848044774605961,0.967726965565381,0.9768801974798156,0.9873435860289311,0.9855409179380541,0.9763154778498833,0.9528290750000907,0.959587424055814,0.9973261014731164,0.9802311874790723,0.9594950429545788,0.9924470690803061,0.9884577768058959,0.98508494276286,0.9900363917348227,0.9874128869728882,0.9939159789534747,0.9768411493525389,0.9858568130834263,0.9760161174208067,0.9853367121042982,0.9654610545357164,0.9757798398145624,0.9953147540382561,0.9757902135900572,0.9898382341042994,0.9683633387313059,0.9581615070624501,0.9855293906790153,0.9704625596004913,0.9948566685815098,0.9509261784690046,0.9728781577710943,0.986738048321368,0.9933708049954849,0.9584894808821341,0.9662689617057622,0.9853592801677222,0.9659283823072813,0.951238192715847,0.944941567429605,0.9705615770209158,0.993901133884494,0.987396320614181,0.9670111650493036,0.9499451304090386,0.9700684186190357,0.9622873377183516,0.9613548219409707,0.9588656629339242,0.9798942611666124,0.9420335252255626,0.986601958820693,0.991811392963396,0.9534540546979402,0.9392018533438812,0.9797974291669862,0.9832975471172982,0.958820812259306,0.9753882381603479,0.964308332025283,0.9762431792176345,0.9944339793605931,0.9579020476431492,0.9661881977394778,0.9880290490660506,0.9783808456854235,0.9864929061994506,0.977933190727481,0.9849189962260246,0.9843933789155114,0.947592205190047,0.9628939250723508
